Product_name,Ratings,Reviews,stars,Current_Price,MRP,Processor,RAM,Storage,Image_URL
acer Predator Helios 300 Octa Core i7 10th Gen,1377,192,4.5,₹99990,₹149999,Free upgrade to Windows 11 when available,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70
acer Aspire 5 Core i5 8th Gen,73,21,4.1,₹61990,₹62549,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/k7w8eq80/computer/e/h/q/acer-na-thin-and-light-laptop-original-imafqyy6dg98t3ym.jpeg?q=70
acer Predator Helios 300 Core i5 7th Gen,3226,693,4.5,₹129999,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security Free Automated Updates Latest Features),Dual Fan Cooling with Metal AeroBlade 3D,Upgradable SSD Upto 512 GB and RAM Upto 32 GB,https://rukminim1.flixcart.com/image/312/312/j5ws0i80/computer/g/p/d/acer-na-notebook-original-imaewhwtbtzwe7ct.jpeg?q=70
ASUS Ryzen 9 Octa Core 5900HX,0,0,0,₹114990,₹142990,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kw104nk0/computer/i/z/z/m7400qc-km053ts-gaming-laptop-asus-original-imag8sk4j6whzhhk.jpeg?q=70
Lenovo IdeaPad Gaming Core i7 10th Gen,52,2,4.5,₹68990,₹99290,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
HP 15s Core i5 11th Gen,831,80,4.3,₹60390,₹66688,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70
Lenovo Core i5 11th Gen,0,0,0,₹68990,₹107690,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzhbfrk0/computer/z/m/p/ideapad-5-pro-laptop-lenovo-original-imagbh46dxx6hy9h.jpeg?q=70
MSI Modern 14 Core i7 11th Gen,38,6,4.3,₹66490,₹78990,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
MSI Stealth 15M Core i7 11th Gen,24,4,4.3,₹128990,₹162990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70
HP OMEN Ryzen 7 Octa Core 5800H,0,0,0,₹106990,₹122804,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
Lenovo IdeaPad Gaming 3i Core i7 11th Gen,7,3,3.9,₹88990,₹118890,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ZenBook Core i5 11th Gen,0,0,0,₹79990,₹104990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/n/h/e/na-thin-and-light-laptop-asus-original-imag6ywskjzsd2av.jpeg?q=70
acer Aspire 7 Core i5 10th Gen,11852,1287,4.4,₹54990,₹89999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70
HP HP Envy Intel EVO Core i7 11th Gen,3,0,3.7,₹98190,₹118776,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/d/a/7/13-ba1505tx-thin-and-light-laptop-hp-original-imag998yqherx66e.jpeg?q=70
Lenovo Ryzen 7 Octa Core 5800H,0,0,0,₹102990,₹152490,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kk76wsw0/computer/h/j/o/lenovo-original-imafzhsyzryckmew.jpeg?q=70
ASUS ROG Zephyrus S15 Core i7 10th Gen,0,0,0,₹234990,₹324990,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kfmv9u80/computer/r/g/w/asus-na-gaming-laptop-original-imafwfxbhqtgy8f5.jpeg?q=70
MSI GF63 Thin Core i5 10th Gen,1158,142,4.1,₹55490,₹72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
DELL Vostro Core i5 11th Gen,45,4,3.8,₹61990,₹68928,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70
MSI GF75 Thin Core i7 9th Gen,1391,230,4.5,₹90390,₹100990,Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/g/r/s/msi-original-imafuuszq3jm8mry.jpeg?q=70
ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS Processor 5th Gen,0,0,0,₹139990,₹194990,AMD Ryzen 9 Octa Core Processor (5th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kvgzyq80/computer/y/r/3/ga401qec-k2128ts-gaming-laptop-asus-original-imag8dyhceewtyfm.jpeg?q=70
MSI GF63 Thin Hexa Core i5 10th Gen,2809,292,4.4,₹61490,₹76990,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
acer Predator Triton 300 Core i7 10th Gen,4,0,3.8,₹159990,₹160190,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/khz693k0/computer/m/8/q/acer-original-imafxvhdhvbhfzt6.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 10th Gen,272,25,4.3,₹68999,₹75500,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
acer Aspire 7 Core i5 9th Gen,2905,360,4.4,₹56590,₹84999,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kcc9q4w0/computer/h/t/g/acer-na-gaming-laptop-original-imafthr8aa4rsjpn.jpeg?q=70
acer Predator Helios 300 Octa Core i7 10th Gen,1377,192,4.5,₹99990,₹149999,Free upgrade to Windows 11 when available,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U,0,0,0,₹66190,₹74414,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l111lzk0/computer/x/n/s/15-eh2024au-thin-and-light-laptop-hp-original-imagcztggrjh7zb2.jpeg?q=70
DELL G3 Core i5 10th Gen,406,44,4.3,₹74990,₹82800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kex5ci80/computer/x/k/z/dell-na-gaming-laptop-original-imafvhkmqypvxynq.jpeg?q=70
DELL Inspiron Core i7 10th Gen,0,0,0,₹109190,₹119442,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/k5zn9u80/computer/f/z/c/dell-na-thin-and-light-laptop-original-imafzjvt7chkdesb.jpeg?q=70
Lenovo IdeaPad Gaming Core i7 10th Gen,52,2,4.5,₹68990,₹99290,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
MSI GF75 Thin Core i7 9th Gen,1391,230,4.5,₹90390,₹100990,Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/g/r/s/msi-original-imafuuszq3jm8mry.jpeg?q=70
ASUS Ryzen 9 Octa Core 11th Gen,0,0,0,₹131990,₹210990,AMD Ryzen 9 Octa Core Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ky0g58w0/computer/y/t/6/ga401qm-k2330ts-gaming-laptop-asus-original-imagac4xykdpbg8d.jpeg?q=70
DELL Core i5 11th Gen,3,1,3,₹61490,₹73774,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/0/l/i/vostro-5402-thin-and-light-laptop-dell-original-imag98e9mbd9rrcj.jpeg?q=70
MSI Stealth 15M Core i7 11th Gen,24,4,4.3,₹128990,₹162990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70
MSI Katana GF66 Core i7 11th Gen,0,0,0,₹94990,₹117990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/i/a/2/msi-gf66-11ud-476in-gaming-laptop-msi-original-imagbn2ga6vyp3s8.jpeg?q=70
ASUS ZenBook Pro 15 Core i9 8th Gen,4,0,5,₹209690,₹209990,First Ever Screenpad,NVIDIA GeForce GTX 1050 Ti,16 GB DDR4 RAM,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/h/g/x/asus-na-laptop-original-imaf7qdpm99pq4yd.jpeg?q=70
ASUS ExpertBook P1 Core i5 10th Gen,0,0,0,₹56990,₹70990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70
acer Aspire 7 Core i5 10th Gen,11852,1287,4.4,₹54990,₹89999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U,111,9,4.5,₹59990,₹85290,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/km3s1ow0/computer/x/3/y/na-thin-and-light-laptop-lenovo-original-imagf2sxsm9phf4z.jpeg?q=70
DELL Inspiron Core i5 11th Gen,45,5,4.4,₹72990,₹73581,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
ASUS Core i5 11th Gen,0,0,0,₹80750,₹99500,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/z/r/x/asus-tuf-dash-15-gaming-laptop-asus-original-imagck5ghzxzq353.jpeg?q=70
MSI GF63 Thin Core i5 10th Gen,1158,142,4.1,₹55490,₹72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
Lenovo Core i7 10th Gen,0,0,0,₹214760,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/a/l/e/thinkpad-x1-carbon-thin-and-light-laptop-lenovo-original-imagau8thr96hukh.jpeg?q=70
Lenovo Core i7 8th Gen,0,0,0,₹129990,₹244801,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/s/7/y/thinkpad-p43s-thin-and-light-laptop-lenovo-original-imagau8rwey9zabh.jpeg?q=70
DELL G15 Ryzen 5 Hexa Core 5600H,197,33,4.6,₹83990,₹101185,NVIDIA GEFORCE RTX 3050,15.6 inches Full HD 2-sided narrow bezel 120Hz 250 Nits,Game shift key for Turbo boost of power,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70
MSI GF63 Thin Hexa Core i5 10th Gen,2809,292,4.4,₹61490,₹76990,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
acer Predator Helios 300 Core i7 10th Gen,2043,314,4.6,₹119990,₹140990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k9loccw0/computer/4/f/w/acer-na-gaming-laptop-original-imafrcpya8phvptc.jpeg?q=70
DELL Ryzen 5 Hexa Core 5600H,22,1,4.7,0,0,NVIDIA RTX 3050 Graphics upto 90W TGP,15.6 inch Full HD AG Display (250 nits Brightness 120Hz Narrow Border),AMD Ryzen 5 Hexa Core Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70
DELL G3 Core i5 10th Gen,406,44,4.3,₹74990,₹82800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kex5ci80/computer/x/k/z/dell-na-gaming-laptop-original-imafvhkmqypvxynq.jpeg?q=70
acer Predator Helios 300 Octa Core i7 10th Gen,1377,192,4.5,₹99990,₹149999,Free upgrade to Windows 11 when available,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70
DELL Ryzen 7 Octa Core 5800H,0,0,0,₹90290,₹121935,NVIDIA RTX 3050 Graphics upto 90W TGP,15.6 inch Full HD AG Display (250 nits Brightness 120Hz Narrow Border),AMD Ryzen 7 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70
ASUS Ryzen 7 Octa Core 5800HS,0,0,0,₹114990,₹149990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzllrbk0/computer/z/c/g/ga401qc-k2188ws-gaming-laptop-asus-original-imagbkgtz3cuhyvw.jpeg?q=70
Lenovo ThinkBook 13s Core i7 11th Gen,9,4,3.6,₹85990,₹148158,Intel Core i7 Processor (11th Gen),16 GB LPDDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
Lenovo IdeaPad Gaming Core i7 10th Gen,52,2,4.5,₹68990,₹99290,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
HP Spectre x360 13 Series Intel EVO Core i5 11th Gen,3,1,5,₹95890,₹114749,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70
HP Envy 13 x360 Intel EVO Core i7 11th Gen,11,2,4.7,₹102990,₹114751,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kwcfngw0/computer/z/y/e/-original-imag9fgxd8xxsvbe.jpeg?q=70
ASUS Core i7 11th Gen,0,0,0,₹104990,₹134990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70
MSI Stealth 15M Core i7 11th Gen,24,4,4.3,₹128990,₹162990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70
DELL Inspiron Core i5 11th Gen,5,0,4.4,₹71990,₹79990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
acer ConceptD 5 Core i5 8th Gen,0,0,0,₹99500,₹119999,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kctf0cw0/computer/8/y/c/acer-na-original-imaftv3q6yjs3wtm.jpeg?q=70
Lenovo IdeaPad 5 Pro Core i5 11th Gen,15,4,4.2,₹69990,₹113290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksj9dow0/computer/u/o/v/na-thin-and-light-laptop-lenovo-original-imag62x86zwjbczz.jpeg?q=70
acer Aspire 7 Core i5 10th Gen,11852,1287,4.4,₹54990,₹89999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70
ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H,0,0,0,₹118900,₹140990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l12h1u80/computer/q/v/b/-original-imagcpjgkhmevytp.jpeg?q=70
ASUS Ryzen 9 Octa Core 5900HX,0,0,0,₹114990,₹142990,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kw104nk0/computer/i/z/z/m7400qc-km053ts-gaming-laptop-asus-original-imag8sk4j6whzhhk.jpeg?q=70
acer Aspire 5 Core i5 8th Gen,117,28,4.1,₹59990,₹62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/jwkzwy80/computer/f/h/e/acer-na-laptop-original-imafh8bvbwyevtrs.jpeg?q=70
MSI GF63 Thin Core i5 10th Gen,1158,142,4.1,₹55490,₹72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,9,0,3.8,₹99990,₹124999,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,128 GB SSD,https://rukminim2.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70
Lenovo Ryzen 7 Octa Core 5800H,0,0,0,₹102990,₹152490,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kk76wsw0/computer/h/j/o/lenovo-original-imafzhsyzryckmew.jpeg?q=70
ASUS Core i5 11th Gen,0,0,0,₹66500,₹89000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l1xwqkw0/computer/p/l/w/vivobook-k15-oled-laptop-asus-original-imagde5t7fyc4rpu.jpeg?q=70
MSI GF63 Thin Hexa Core i5 10th Gen,2809,292,4.4,₹61490,₹76990,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 10th Gen,69,13,4,₹65990,₹78290,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
Lenovo Ideapad Slim 3i Core i5 11th Gen,3,0,3.3,₹58990,₹78290,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/krkyt8w0/computer/j/c/6/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imag5cg3ed4kyk9b.jpeg?q=70
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7,0,0,0,₹76990,₹116990,AMD Ryzen 7 Octa Core Processor (4th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kvba7bk0/computer/b/g/m/ga401ihr-hz070ts-gaming-laptop-asus-original-imag88s2xhgmuuzk.jpeg?q=70
acer Predator Helios 300 Octa Core i7 10th Gen,1377,192,4.5,₹99990,₹149999,Free upgrade to Windows 11 when available,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/kuvkcy80/computer/x/s/4/na-gaming-laptop-acer-original-imag7whp2f8fgpaz.jpeg?q=70
ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS Processor 5th Gen,0,0,0,₹139990,₹194990,AMD Ryzen 9 Octa Core Processor (5th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kvgzyq80/computer/y/r/3/ga401qec-k2128ts-gaming-laptop-asus-original-imag8dyhceewtyfm.jpeg?q=70
HP Omen Core i7 11th Gen,0,0,0,₹133990,₹155442,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Pavilion Aero Ryzen 5 Hexa Core 5600U,181,27,4.5,₹65900,₹89900,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/krjjde80/computer/w/j/x/na-thin-and-light-laptop-hp-original-imag5bg7ngmzfkqu.jpeg?q=70
Lenovo IdeaPad Gaming Core i7 10th Gen,52,2,4.5,₹68990,₹99290,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
DELL Inpiron 7501 Core i5 10th Gen,0,0,0,₹77990,₹117587,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/knxiavk0/computer/i/v/w/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-original-imag2g5fyfty7ezc.jpeg?q=70
HP Spectre Folio Core i7 10th Gen,0,0,0,₹239759,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/c/e/n/-original-imagbn2bakfzk3qx.jpeg?q=70
DELL DELL 5590 Core i5 10th Gen,0,0,0,₹64990,₹75800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kpsnzww0/computer/z/3/d/inspiron-15-5590-laptop-dell-original-imag3y6snbgyhvav.jpeg?q=70
MSI Stealth 15M Core i7 11th Gen,24,4,4.3,₹128990,₹162990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,218,24,4.4,₹68500,₹75049,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70
ASUS ExpertBook B9 Core i7 10th Gen,0,0,0,₹233990,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70
acer Nitro 5 Core i7 12th Gen,0,0,0,₹109990,₹129990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70
acer Aspire 7 Core i5 10th Gen,11852,1287,4.4,₹54990,₹89999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70
ASUS Ryzen 7 Octa Core 6800H,0,0,0,₹134990,₹162990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/d/d/r/fa777rm-hx019w-gaming-laptop-asus-original-imagcg8q8kqgycxy.jpeg?q=70
